board_type,board_code,board_name,source,member_count,updated_at,confidence
concept,BK0425,工程建设,eastmoney_push2_clist,68,2026-06-29T17:30:53,100
concept,BK0984,华为汽车,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0972,快手概念,eastmoney_push2_clist,33,2026-06-29T17:30:53,100
concept,BK0897,IPv6,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
concept,BK0703,超级电容,eastmoney_push2_clist,35,2026-06-29T17:30:53,100
concept,BK1100,减速器,eastmoney_push2_clist,85,2026-06-29T17:30:53,100
concept,BK1072,中俄贸易概念,eastmoney_push2_clist,83,2026-06-29T17:30:53,100
concept,BK0886,智慧政务,eastmoney_push2_clist,86,2026-06-29T17:30:53,100
concept,BK1093,汽车一体化压铸,eastmoney_push2_clist,28,2026-06-29T17:30:53,100
concept,BK0700,充电桩,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1130,时空大数据,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
concept,BK0898,胎压监测,eastmoney_push2_clist,28,2026-06-29T17:30:53,100
concept,BK0606,油气设服,eastmoney_push2_clist,51,2026-06-29T17:30:53,100
concept,BK1143,空间计算,eastmoney_push2_clist,24,2026-06-29T17:30:53,100
concept,BK1157,飞行汽车(eVTOL),eastmoney_push2_clist,86,2026-06-29T17:30:53,100
concept,BK0715,航母概念,eastmoney_push2_clist,32,2026-06-29T17:30:53,100
concept,BK0923,抖音概念(字节概念),eastmoney_push2_clist,90,2026-06-29T17:30:53,100
concept,BK0655,网络安全,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1132,MLOps概念,eastmoney_push2_clist,10,2026-06-29T17:30:53,100
concept,BK0554,物联网,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0994,空间站概念,eastmoney_push2_clist,20,2026-06-29T17:30:53,100
concept,BK0696,国产软件,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1110,Web3.0,eastmoney_push2_clist,49,2026-06-29T17:30:53,100
concept,BK1184,人形机器人,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0535,QFII重仓,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0523,新材料,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1014,发电机概念,eastmoney_push2_clist,23,2026-06-29T17:30:53,100
concept,BK0644,特斯拉概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1189,腾讯云,eastmoney_push2_clist,20,2026-06-29T17:30:53,100
concept,BK0634,大数据,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1022,职业教育,eastmoney_push2_clist,67,2026-06-29T17:30:53,100
concept,BK0953,鸿蒙概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0957,拼多多概念,eastmoney_push2_clist,28,2026-06-29T17:30:53,100
concept,BK0619,3D打印,eastmoney_push2_clist,73,2026-06-29T17:30:53,100
concept,BK0512,化工原料,eastmoney_push2_clist,77,2026-06-29T17:30:53,100
concept,BK0579,云计算,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1092,麒麟电池,eastmoney_push2_clist,8,2026-06-29T17:30:53,100
concept,BK1009,元宇宙概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1145,机器人执行器,eastmoney_push2_clist,35,2026-06-29T17:30:53,100
concept,BK1116,抗菌面料,eastmoney_push2_clist,16,2026-06-29T17:30:53,100
concept,BK0667,安防概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0710,量子科技,eastmoney_push2_clist,56,2026-06-29T17:30:53,100
concept,BK1061,数字经济,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0814,大飞机,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0950,草甘膦,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
concept,BK0805,钛白粉概念,eastmoney_push2_clist,12,2026-06-29T17:30:53,100
concept,BK1090,机器人概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0989,储能概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1080,新型城镇化,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0988,钠离子电池,eastmoney_push2_clist,69,2026-06-29T17:30:53,100
concept,BK0628,智慧城市,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1011,环氧丙烷,eastmoney_push2_clist,23,2026-06-29T17:30:53,100
concept,BK0909,降解塑料,eastmoney_push2_clist,64,2026-06-29T17:30:53,100
concept,BK0900,新能源车,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0511,ST股,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0574,锂电池概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1118,数据确权,eastmoney_push2_clist,33,2026-06-29T17:30:53,100
concept,BK1190,虚拟机器人,eastmoney_push2_clist,16,2026-06-29T17:30:53,100
concept,BK1004,工业母机,eastmoney_push2_clist,84,2026-06-29T17:30:53,100
concept,BK1648,电池技术,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0920,车联网(车路云),eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1075,电子身份证,eastmoney_push2_clist,38,2026-06-29T17:30:53,100
concept,BK0995,华为昇腾,eastmoney_push2_clist,48,2026-06-29T17:30:53,100
concept,BK1135,数据要素,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0721,PPP模式,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0968,固态电池,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1179,房屋检测,eastmoney_push2_clist,40,2026-06-29T17:30:53,100
concept,BK0883,数字货币,eastmoney_push2_clist,82,2026-06-29T17:30:53,100
concept,BK1129,数字水印,eastmoney_push2_clist,18,2026-06-29T17:30:53,100
concept,BK1069,智慧灯杆,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
concept,BK1089,汽车热管理,eastmoney_push2_clist,96,2026-06-29T17:30:53,100
concept,BK1645,昨日打二板以上表现,eastmoney_push2_clist,6,2026-06-29T17:30:53,100
concept,BK1070,土壤修复,eastmoney_push2_clist,35,2026-06-29T17:30:53,100
concept,BK0918,特高压,eastmoney_push2_clist,88,2026-06-29T17:30:53,100
concept,BK1715,趋势股,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0682,燃料电池概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0520,社保重仓,eastmoney_push2_clist,13,2026-06-29T17:30:53,100
concept,BK0885,VPN,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
concept,BK1076,建筑节能,eastmoney_push2_clist,46,2026-06-29T17:30:53,100
concept,BK0998,机器视觉,eastmoney_push2_clist,92,2026-06-29T17:30:53,100
concept,BK0549,深圳特区,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0859,超清视频,eastmoney_push2_clist,99,2026-06-29T17:30:53,100
concept,BK0983,核污染防治,eastmoney_push2_clist,31,2026-06-29T17:30:53,100
concept,BK0943,汽车拆解,eastmoney_push2_clist,18,2026-06-29T17:30:53,100
concept,BK1166,低空经济,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1150,新型工业化,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1113,复合集流体,eastmoney_push2_clist,30,2026-06-29T17:30:53,100
concept,BK0802,无人驾驶,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0963,商业航天,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0674,蓝宝石,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
concept,BK1182,智谱AI概念,eastmoney_push2_clist,34,2026-06-29T17:30:53,100
concept,BK0854,华为概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0861,数字孪生,eastmoney_push2_clist,86,2026-06-29T17:30:53,100
concept,BK1008,国资云概念,eastmoney_push2_clist,20,2026-06-29T17:30:53,100
concept,BK0490,军工,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0447,互联网服务,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0922,数据中心,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1148,BC电池,eastmoney_push2_clist,27,2026-06-29T17:30:53,100
concept,BK1055,虚拟数字人,eastmoney_push2_clist,84,2026-06-29T17:30:53,100
concept,BK1052,动力电池回收,eastmoney_push2_clist,46,2026-06-29T17:30:53,100
concept,BK1082,噪声防治,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
concept,BK0480,航天航空,eastmoney_push2_clist,54,2026-06-29T17:30:53,100
concept,BK0875,ETC,eastmoney_push2_clist,43,2026-06-29T17:30:53,100
concept,BK0617,石墨烯,eastmoney_push2_clist,70,2026-06-29T17:30:53,100
concept,BK0629,北斗导航,eastmoney_push2_clist,75,2026-06-29T17:30:53,100
concept,BK0985,换电概念,eastmoney_push2_clist,42,2026-06-29T17:30:53,100
concept,BK1099,轮毂电机,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
concept,BK1007,植物照明,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
concept,BK1131,同步磁阻电机,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
concept,BK0921,卫星互联网,eastmoney_push2_clist,92,2026-06-29T17:30:53,100
concept,BK1156,PEEK材料概念,eastmoney_push2_clist,44,2026-06-29T17:30:53,100
concept,BK1134,算力概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0959,数字阅读,eastmoney_push2_clist,19,2026-06-29T17:30:53,100
concept,BK1094,钙钛矿电池,eastmoney_push2_clist,48,2026-06-29T17:30:53,100
concept,BK1171,碳纤维,eastmoney_push2_clist,41,2026-06-29T17:30:53,100
concept,BK0860,边缘计算,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0970,生物识别,eastmoney_push2_clist,51,2026-06-29T17:30:53,100
concept,BK0641,智能穿戴,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0808,军民融合,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1103,熔盐储能,eastmoney_push2_clist,11,2026-06-29T17:30:53,100
concept,BK0833,小米概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1049,EDR概念,eastmoney_push2_clist,14,2026-06-29T17:30:53,100
concept,BK1088,F5G概念,eastmoney_push2_clist,25,2026-06-29T17:30:53,100
concept,BK1646,消费电子概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0722,虚拟现实,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1141,混合现实,eastmoney_push2_clist,30,2026-06-29T17:30:53,100
concept,BK0960,无线充电,eastmoney_push2_clist,40,2026-06-29T17:30:53,100
concept,BK1124,毫米波概念,eastmoney_push2_clist,51,2026-06-29T17:30:53,100
concept,BK1178,AI眼镜,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0704,无人机,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0625,通用航空,eastmoney_push2_clist,36,2026-06-29T17:30:53,100
concept,BK0982,电子车牌,eastmoney_push2_clist,18,2026-06-29T17:30:53,100
concept,BK1023,培育钻石,eastmoney_push2_clist,17,2026-06-29T17:30:53,100
concept,BK1138,液冷概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1125,电子后视镜,eastmoney_push2_clist,26,2026-06-29T17:30:53,100
concept,BK1136,光通信模块,eastmoney_push2_clist,94,2026-06-29T17:30:53,100
concept,BK1180,华为海思,eastmoney_push2_clist,40,2026-06-29T17:30:53,100
concept,BK1002,激光雷达,eastmoney_push2_clist,43,2026-06-29T17:30:53,100
concept,BK1175,玻璃基板,eastmoney_push2_clist,41,2026-06-29T17:30:53,100
concept,BK1650,通信技术,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0714,5G概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1199,2025三季报预减,eastmoney_push2_clist,8,2026-06-29T17:30:53,100
concept,BK0893,无线耳机,eastmoney_push2_clist,81,2026-06-29T17:30:53,100
concept,BK1064,东数西算,eastmoney_push2_clist,67,2026-06-29T17:30:53,100
concept,BK1161,英伟达概念,eastmoney_push2_clist,59,2026-06-29T17:30:53,100
concept,BK1006,碳基材料,eastmoney_push2_clist,21,2026-06-29T17:30:53,100
concept,BK0578,稀土永磁,eastmoney_push2_clist,53,2026-06-29T17:30:53,100
concept,BK0902,MiniLED,eastmoney_push2_clist,68,2026-06-29T17:30:53,100
concept,BK1651,显示技术,eastmoney_push2_clist,48,2026-06-29T17:30:53,100
concept,BK0948,MicroLED,eastmoney_push2_clist,34,2026-06-29T17:30:53,100
concept,BK1168,铜缆高速连接,eastmoney_push2_clist,39,2026-06-29T17:30:53,100
concept,BK1128,CPO概念,eastmoney_push2_clist,56,2026-06-29T17:30:53,100
concept,BK1177,荣耀概念,eastmoney_push2_clist,54,2026-06-29T17:30:53,100
concept,BK0901,3D摄像头,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
concept,BK0801,增强现实,eastmoney_push2_clist,45,2026-06-29T17:30:53,100
concept,BK0915,WiFi,eastmoney_push2_clist,31,2026-06-29T17:30:53,100
concept,BK0881,3D玻璃,eastmoney_push2_clist,15,2026-06-29T17:30:53,100
concept,BK0865,电子烟,eastmoney_push2_clist,53,2026-06-29T17:30:53,100
concept,BK0816,昨日连板,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
concept,BK0964,6G概念,eastmoney_push2_clist,36,2026-06-29T17:30:53,100
concept,BK1164,AIPC,eastmoney_push2_clist,47,2026-06-29T17:30:53,100
concept,BK1142,裸眼3D,eastmoney_push2_clist,24,2026-06-29T17:30:53,100
concept,BK1057,电子纸概念,eastmoney_push2_clist,15,2026-06-29T17:30:53,100
concept,BK1660,光纤概念,eastmoney_push2_clist,69,2026-06-29T17:30:53,100
concept,BK1716,反转股,eastmoney_push2_clist,11,2026-06-29T17:30:53,100
concept,BK0666,苹果概念,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK1160,柔性屏(折叠屏),eastmoney_push2_clist,75,2026-06-29T17:30:53,100
concept,BK0947,屏下摄像,eastmoney_push2_clist,9,2026-06-29T17:30:53,100
concept,BK1162,AI手机,eastmoney_push2_clist,34,2026-06-29T17:30:53,100
concept,BK0877,PCB,eastmoney_push2_clist,100,2026-06-29T17:30:53,100
concept,BK0855,纳米银,eastmoney_push2_clist,7,2026-06-29T17:30:53,100
